accent,word,yomi,english
ジョ/セツ,除雪,じょせつ,
ジョ/セツ\シャ,除雪車,じょせつしゃ,
ジョ/ソウ,女装,じょそう,
ジョ/ソウ,助走,じょそう,
ジョ/ソウ,除草,じょそう,
ジョ\ッキ,ジョッキ,じょっき,
ジョ\ッキー,ジョッキー,じょっきー,jockey
ジョ/ド\ウシ,助動詞,じょどうし,
ジョ/バン,序盤,じょばん,
ジョ/メイ,除名,じょめい,
ジョ/ユウ,女優,じょゆう,
ジョ\ン,ジョン,じょん,John
ジョ\ーク,ジョーク,じょーく,joke
ジョ\ージ,ジョージ,じょーじ,George
ジ/ラ\ス,焦らす,じらす,
ジ/リキ,地力,じりき,
ジ/リキ,自力,じりき,
ジ\リジリ,じりじり,じりじり,
ジ/リツ,自律,じりつ,
ジ/リツ,自立,じりつ,
ジ\リョク,磁力,じりょく,
ジ/レイ,辞令,じれい,
ジ/レイ,事例,じれい,
ジ/レッタ\イ,焦れったい,じれったい,
ジ/レ\ル,焦れる,じれる,
ジ/レ\ンマ,ジレンマ,じれんま,dilemma
ジ\ロウ,二郎,じろう,
ジ\ロジロ,じろじろ,じろじろ,
ジ\ワジワ,じわじわ,じわじわ,
ジ/ワ\リ,じわり,じわり,
ジ/ワ\ル,じわる,じわる,
ジ/ワレ,地割れ,じわれ,
ジ/ンイン,人員,じんいん,
ジ/ンカク,人格,じんかく,
ジ\ンクス,ジンクス,じんくす,jinx
ジ/ンケン,人権,じんけん,
ジ/ンケ\ンヒ,人件費,じんけんひ,
ジ/ンコウ,人工,じんこう,
ジ/ンコウ,人口,じんこう,
ジ/ンコウエ\イセイ,人工衛星,じんこうえいせい,
ジ/ンコウコ\キュウ,人工呼吸,じんこうこきゅう,
ジ/ンコ\ウシバ,人工芝,じんこうしば,
ジ/ンコウチ\ノウ,人工知能,じんこうちのう,
ジ/ンコウミ\ツド,人口密度,じんこうみつど,
ジ/ンザイ,人材,じんざい,
ジ/ンシュ,人種,じんしゅ,
ジ/ンシュサ\ベツ,人種差別,じんしゅさべつ,
ジ\ンジ,人事,じんじ,
ジ\ンジャ,神社,じんじゃ,
ジ\ンジャブ/ッカク,神社仏閣,じんじゃぶっかく,
ジ/ンジャーエ\ール,ジンジャーエール,じんじゃーえーる,ginger ale
ジ/ンジョウ,尋常,じんじょう,
ジ\ンセイ,人生,じんせい,
ジ/ンソク,迅速,じんそく,
ジ/ンゾウ,人造,じんぞう,
ジ/ンゾウ,腎臓,じんぞう,
ジ/ンゾウビョウ,腎臓病,じんぞうびょう,
ジ/ンタイ,靭帯,じんたい,
ジ\ンタイ,人体,じんたい,
ジ/ンダイ,甚大,じんだい,
ジ/ンツウ,陣痛,じんつう,
ジ/ントク,人徳,じんとく,
ジ\ンブツ,人物,じんぶつ,
ジ/ンボウ,人望,じんぼう,
ジ/ンマ\シン,蕁麻疹,じんましん,
ジ/ンミャク,人脈,じんみゃく,
ジ/ンミ\ン,人民,じんみん,
ジ/ンメイ,人名,じんめい,
ジ/ンメイ,人命,じんめい,
ジ/ンメイキュ\ウジョ,人命救助,じんめいきゅうじょ,
ジ/ンモン,尋問,じんもん,
ジ\ンルイ,人類,じんるい,
ジ/ーパン,ジーパン,じーぱん,jeans pants
ジ\ーンズ,ジーンズ,じーんず,jeans
ス\,酢,す,
ス\アシ,素足,すあし,
ス/イアツ,水圧,すいあつ,
ス\イイ,水位,すいい,
ス\イイ,推移,すいい,
ス/イエイ,水泳,すいえい,
ス/イカ,西瓜,すいか,
ス/イガラ,吸殻,すいがら,
ス/イケイ,推計,すいけい,
ス/イケイ,水系,すいけい,
ス/イコウ,遂行,すいこう,
ス/イコウ,推敲,すいこう,
ス/イコ\ム,吸い込む,すいこむ,
ス/イサイガ,水彩画,すいさいが,
ス/イサツ,推察,すいさつ,
ス/イサン,水産,すいさん,
ス/イサ\ンギョウ,水産業,すいさんぎょう,
ス/イサ\ンブツ,水産物,すいさんぶつ,
ス/イシツ,水質,すいしつ,
ス/イシン,推進,すいしん,
ス/イシン,水深,すいしん,
ス/イジャク,衰弱,すいじゃく,
ス/イジュン,水準,すいじゅん,
ス/イジョウ,水上,すいじょう,
ス/イジョ\ウキ,水蒸気,すいじょうき,
ス\イス,スイス,すいす,Suisse
ス\イスイ,すいすい,すいすい,
ス/イセン,水洗,すいせん,
ス/イセン,推薦,すいせん,
ス/イセンジョウ,推薦状,すいせんじょう,
ス/イセンニュ\ウガク,推薦入学,すいせんにゅうがく,
ス/イセンベ\ンジョ,水洗便所,すいせんべんじょ,
ス\イソ,水素,すいそ,
ス/イソウ,水草,すいそう,
ス/イソウ,水槽,すいそう,
ス/イソウ,吹奏,すいそう,
ス/イソク,推測,すいそく,
ス/イゾク\カン,水族館,すいぞくかん,
ス/イタイ,衰退,すいたい,
ス/イチュウ,水中,すいちゅう,
ス/イチョク,垂直,すいちょく,
ス\イッチ,スイッチ,すいっち,switch
ス/イテイ,推定,すいてい,
ス/イデン,水田,すいでん,
ス/イトウ,水筒,すいとう,
ス/イドウ,水道,すいどう,
ス/イドウカン,水道管,すいどうかん,
ス/イド\ウキョク,水道局,すいどうきょく,
ス/イドウコ\ウジ,水道工事,すいどうこうじ,
ス/イドウバシ,水道橋,すいどうばし,
ス\イブン,水分,すいぶん,
ス/イヘイ,水平,すいへい,
ス/イヘイセン,水平線,すいへいせん,
ス/イマ\セン,すいません,すいません,
ス/イミン,睡眠,すいみん,
ス/イ\ミング,スイミング,すいみんぐ,swimming
ス/イミングク\ラブ,スイミングクラブ,すいみんぐくらぶ,swimming club
ス/イミングスク\ール,スイミングスクール,すいみんぐすくーる,swimming school
ス/イミンジ\カン,睡眠時間,すいみんじかん,
ス/イミンブ\ソク,睡眠不足,すいみんぶそく,
ス/イミ\ンヤク,睡眠薬,すいみんやく,
ス/イメン,水面,すいめん,
ス/イヨ\ウ,水曜,すいよう,
ス/イヨ\ウビ,水曜日,すいようび,
ス\イリ,推理,すいり,
ス/イリショ\ウセツ,推理小説,すいりしょうせつ,
ス/イートポ\テト,スイートポテト,すいーとぽてと,sweet potato
ス/ウ,吸う,すう,
ス/ウェット,スウェット,すうぇっと,sweat
ス/ウカイ,数回,すうかい,
ス/ウガク,数学,すうがく,
ス\ウコ,数個,すうこ,
ス/ウシュ\ウカン,数週間,すうしゅうかん,
ス/ウシュ\ルイ,数種類,すうしゅるい,
ス/ウジ,数字,すうじ,
ス/ウジ\カン,数時間,すうじかん,
ス/ウジツ,数日,すうじつ,
ス/ウジュウ,数十,すうじゅう,
ス\ウチ,数値,すうち,
ス/ウニン,数人,すうにん,
ス/ウネン,数年,すうねん,
ス/ウバイ,数倍,すうばい,
ス/ウマイ,数枚,すうまい,
ス/ウリョ\ウ,数量,すうりょう,
ス/エ,末,すえ,
ス/エッコ,末っ子,すえっこ,
ス/エル,据える,すえる,
ス/カイダ\イビング,スカイダイビング,すかいだいびんぐ,skydiving
ス/カ\ウト,スカウト,すかうと,scout
ス/カ\ート,スカート,すかーと,skirt
ス/カ\ーフ,スカーフ,すかーふ,scarf
ス\ガオ,素顔,すがお,
ス\ガタ,姿,すがた,
ス\ガモ,巣鴨,すがも,
ス/ガワラ,菅原,すがわら,
ス/キ\,好き,すき,
ス/キピ,好きピ,すきぴ,好きな people
ス/キマ,隙間,すきま,
ス/キヤキ,鋤焼き,すきやき,
ス/キンケ\ア,スキンケア,すきんけあ,skin care
ス/キ\ー,スキー,すきー,ski
ス/キージョウ,スキー場,すきーじょう,ski
ス/ギ,杉,すぎ,
ス\ギキ,杉木,すぎき,
ス\ギタ,杉田,すぎた,
ス/ギ\モト,杉本,すぎもと,
ス/ギヤマ,杉山,すぎやま,
ス/ギ\ル,過ぎる,すぎる,
ス/ク,空く,すく,
ス/クウ,掬う,すくう,
ス/クウ,救う,すくう,
ス/クナ\イ,少ない,すくない,
ス/クラ\ンブル,スクランブル,すくらんぶる,scramble
ス/クランブルコウサテン,スクランブル交差点,すくらんぶるこうさてん,scramble
ス/クリ\ーン,ス/クリ\ーン,すくりーん,screen
ス/クンビ\ット,スクンビット,すくんびっと,สุชุมวิท
ス/ク\ール,スクール,すくーる,school
ス\グ,直ぐ,すぐ,
ス/グレ\ル,優れる,すぐれる,
ス/ケ\ジュール,スケジュール,すけじゅーる,schedule
ス/ケ\ール,スケール,すけーる,scale
ス/コ\シ,少し,すこし,
ス/コータイ,スコータイ,すこーたい,สุโขทัย
ス/ゴ\イ,凄い,すごい,
ス/ゴ\ス,過ごす,すごす,
スサマジイ,凄まじい,すさまじい,
ス/シ\,寿司,すし,
ス\ジ,筋,すじ,
ス/スム,進む,すすむ,
ス/スメル,勧める,すすめる,
ス/スメル,薦める,すすめる,
ス/ズキ,鈴木,すずき,
ス/ズシ\イ,涼しい,すずしい,
ス/ソ,裾,すそ,
ス/タイリ\スト,スタイリスト,すたいりすと,styliste
ス/タ\イル,スタイル,すたいる,style
ス/タジオ,スタジオ,すたじお,studio
ス/タ\ッフ,スタッフ,すたっふ,staff
ス/タンド,スタンド,すたんど,stand
ス\ター,スター,すたー,star
ス/タ\ート,スタート,すたーと,start
ス/ダ,須田,すだ,
ス/ッカ\リ,すっかり,すっかり,
ス/ッキ\リ,スッキリ,すっきり,
ス/ッパ\イ,酸っぱい,すっぱい,
ス/テキ,素敵,すてき,
ス/テキナ,素適な,すてきな,
ス/テ\ップ,ステップ,すてっぷ,step
ス/テル,捨てる,すてる,
ス/テ\ーション,ステーション,すてーしょん,station
ス/テ\ージ,ステージ,すてーじ,stage
ス\デニ,既に,すでに,
ス/ト\ッキング,ストッキング,すとっきんぐ,stocking
ス/ト\ック,ストック,すとっく,stock
ス/ト\ップ,ストップ,すとっぷ,stop
ス/トラ\イプ,ストライプ,すとらいぷ,stripe
ス/トラ\ップ,ストラップ,すとらっぷ,strap
ス/ト\レス,ストレス,すとれす,stress
ス/トレ\ッチ,ストレッチ,すとれっち,stretch
ス/トレ\ート,,すとれーと,straight
ス/ト\ーリー,ストーリー,すとーりー,story
ス/ナ\,砂,すな,
ス\ナオ,素直,すなお,
ス/ナ\ワチ,即ち,すなわち,
ス/バヤ\イ,素早い,すばやい,
ス/バラシ\イ,素晴らしい,すばらしい,
ス/ピ\ーチ,スピーチ,すぴーち,speech
ス/ピード,スピード,すぴーど,speed
ス/プ\レー,スプレー,すぷれー,spray
ス/プ\ーン,スプーン,すぷーん,spoon
ス\ベテ,全て,すべて,
ス/ベ\ル,滑る,すべる,
ス/ペ\イン,スペイン,すぺいん,Spain
ス/ペインゴ,スペイン語,すぺいんご,Spain
ス/ペ\シャル,スペシャル,すぺしゃる,special
ス/ペ\ース,スペース,すぺーす,space
ス/ポ\ット,スポット,すぽっと,spot
ス/ポ\ーツ,スポーツ,すぽーつ,sport
ス\マイ,住まい,すまい,
ス/マ\ナイ,済まない,すまない,
ス/マホ,スマホ,すまほ,Smart Phone
ス/マート\フォン,スマートフォン,すまーとふぉん,Smart Phone
ス\ミ,隅,すみ,
ス\ミタ,住田,すみた,
ス\ミタ,角田,すみた,
ス/ミマセ\ン,すみません,すみません,
ス/ミ\ヤカ,速やか,すみやか,
ス\ム,住む,すむ,
ス/ム\ーズ,スムーズ,すむーず,
ス\メバミ/ヤコ,住めば都,すめばみやこ,
ス/モウ,相撲,すもう,
ス/モモ,季,すもも,
ス\リット,スリット,すりっと,slit
ス/リ\ッパ,スリッパ,すりっぱ,slipper
ス\リッパ,スリッパ,すりっぱ,slipper
ス/リヌケ\ル,すり抜ける,すりぬける,
ス/リ\ー,スリー,すりー,three
ス/ル,する,する,
ス\ル,刷る,する,
ス/ルト,すると,すると,
ス/ルド\イ,鋭い,するどい,
ス/ルメ,スルメ(鯣),するめ,
ス/ル\ー,スルー,するー,through
ス/ロ\ーガン,スローガン,すろーがん,slogan
ス/ワル,座る,すわる,
ス/ワンナプ\ーム,スワンナプーム,すわんなぷーむ,สุวรรณภูมิ
ス\ーツ,スーツ,すーつ,suit
ス/ーツケ\ース,スーツケース,すーつけーす,suitcase
ス\ーパー,スーパー,すーぱー,super
ス/ーパーマ\ーケット,スーパーマーケット,すーぱーまーけっと,supermarket
ス\ープ,スープ,すーぷ,soup
ス/ープカ\レー,スープカレー,すーぷかれー,soup curry
ズ/,図,ず,
ズ\イイチ,随一,ずいいち,
ズ\イショ,随所,ずいしょ,
ズ\イブン,随分,ずいぶん,
ズ/ウズウシ\イ,図々しい,ずうずうしい,
ズ/ット,ずっと,ずっと,
ズ/ツウ,頭痛,ずつう,
ズ/ヒョウ,図表,ずひょう,
ズ\ボン,ズボン,ずぼん,
ズ/レ\ル,ずれる,ずれる,
ズ\ーム,ズーム,ずーむ,zoom
セ\,背,せ,
セ\イ,性,せい,
セ\イ,精,せい,
セ\イ,姓,せい,
セ\イイ,誠意,せいい,
セ/イイク,生育,せいいく,
セ/イイ\ッパイ,精一杯,せいいっぱい,
セ/イエイ,精鋭,せいえい,
セ\イエキ,精液,せいえき,
セ/イエン,声援,せいえん,
セ\イオウ,西欧,せいおう,
セ\イカ,聖火,せいか,
セ\イカ,生家,せいか,
セ\イカ,成果,せいか,
セ/イカイ,正解,せいかい,
セ/イカイ,政界,せいかい,
セ/イカク,性格,せいかく,
セ/イカク,正確,せいかく,
セ/イカツ,生活,せいかつ,
セ/イカツ\ク,生活苦,せいかつく,
セ/イカツ\ナン,生活難,せいかつなん,
セ/イカツ\ヒ,生活費,せいかつひ,
セ/イカツホ\ゴ,生活保護,せいかつほご,
セ\イキ,世紀,せいき,
セ\イキ,正規,せいき,
セ\イキ,性器,せいき,
セ/イキュウ,性急,せいきゅう,
セ/イキュウ,請求,せいきゅう,
セ/イキュウショ,請求書,せいきゅうしょ,
セ\イギ,正義,せいぎ,
セ\イギョ,制御,せいぎょ,
セ/イギョコ\ウガク,制御工学,せいぎょこうがく,
セ/イケイ,整形,せいけい,
セ/イケイシュ\ジュツ,整形手術,せいけいしゅじゅつ,
セ/イケツ,清潔,せいけつ,
セ/イケン,聖剣,せいけん,
セ/イケン,政権,せいけん,
セ/イゲ\ン,制限,せいげん,
セ/イコウ,精巧,せいこう,
セ/イコウ,成功,せいこう,
セ/イコウ,性交,せいこう,
セ/イコ\ウリツ,成功率,せいこうりつ,
セ/イサク,製作,せいさく,
セ/イサク,政策,せいさく,
セ/イサク,制作,せいさく,
セ/イサン,清算,せいさん,
セ/イサン,生産,せいさん,
セ/イサ\ンチ,生産地,せいさんち,
セ/イザ,星座,せいざ,
セ/イザ,正座,せいざ,
セ\イシ,正史,せいし,
セ\イシ,精子,せいし,
セ/イシ,製紙,せいし,
セ/イシ,制止,せいし,
セ/イシ,静止,せいし,
セ/イシキ,正式,せいしき,
セ/イシツ,性質,せいしつ,
セ/イシュン,青春,せいしゅん,
セ/イショ,清書,せいしょ,
セ\イショ,聖書,せいしょ,
セ/イショ\ウネン,青少年,せいしょうねん,
セ\イシン,精神,せいしん,
セ/イジ,政治,せいじ,
セ/イジカ,政治家,せいじか,
セ/イジツ,誠実,せいじつ,
セ/イジュク,成熟,せいじゅく,
セ/イジョウ,政情,せいじょう,
セ/イジョウ,正常,せいじょう,
セ/イジョウ,清浄,せいじょう,
セ/イジン,聖人,せいじん,
セ/イジン,成人,せいじん,
セ/イジ\ンシキ,成人式,せいじんしき,
セ/イセイ,生成,せいせい,
セ/イセイ,精製,せいせい,
セ/イセキ,成績,せいせき,
セ/イセン,聖戦,せいせん,
セ/イセン,生鮮,せいせん,
セ/イセンショ\クヒン,生鮮食品,せいせんしょくひん,
セ\イゼイ,精々,せいぜい,
セ/イソウ,政争,せいそう,
セ/イソウ,精巣,せいそう,
セ/イソウ,清掃,せいそう,
セ/イソウ,正装,せいそう,
セ/イソウ,成層,せいそう,
セ/イゾウ,製造,せいぞう,
セ/イゾン,生存,せいぞん,
セ/イタイ,声帯,せいたい,
セ/イタイ,生態,せいたい,
セ/イタイ,成体,せいたい,
セ/イタイ,生体,せいたい,
セ/イタイ,整体,せいたい,
セ/イチョウ,成長,せいちょう,
セ\イチョウ,声調,せいちょう,
セ/イチョウ,清聴,せいちょう,
セ\イチョウ,政庁,せいちょう,
セ/イテイ,制定,せいてい,
セ/イテキ,性的,せいてき,
セ/イテキ,政敵,せいてき,
セ/イテキ,静的,せいてき,
セ\イト,生徒,せいと,
セ/イトウ,正当,せいとう,
セ/イトウ,正統,せいとう,
セ/イトウ,政党,せいとう,
セ/イトウ,正答,せいとう,
セ\イド,制度,せいど,
セ\イド,精度,せいど,
セ/イネン,青年,せいねん,
セ/イノウ,性能,せいのう,
セ/イヒン,製品,せいひん,
セ\イビ,整備,せいび,
セ\イフ,政府,せいふ,
セ/イフク,制服,せいふく,
セ/イフク,征服,せいふく,
セ\イブ,西武,せいぶ,
セ\イブ,西部,せいぶ,
セ\イブツ,生物,せいぶつ,
セ\イブン,成分,せいぶん,
セ/イベツ,性別,せいべつ,
セ\イメイ,生命,せいめい,
セ/イメイ,声明,せいめい,
セ/イメイシ\ンダン,姓名診断,せいめいしんだん,
セ/イヤク,製薬,せいやく,
セ/イヤク,制約,せいやく,
セ\イヨウ,西洋,せいよう,
セ/イヨウカ,西洋化,せいようか,
セ\イリ,整理,せいり,
セ/イリツ,成立,せいりつ,
セ/イリョウインリョ\ウスイ,清涼飲料水,せいりょういんりょうすい,
セ\イリョク,勢力,せいりょく,
セ\イリョク,精力,せいりょく,
セ/イレイ,精霊,せいれい,
セ/イレイ,政令,せいれい,
セ/イレキ,西暦,せいれき,
セ/オ\ウ,背負う,せおう,
セ\カイ,世界,せかい,
セ/カイジュウ,世界中,せかいじゅう,
セ/カイテキ,世界的,せかいてき,
セ\ガタ/カ\イ,背が高い,せがたかい,
セ\ガワ,瀬川,せがわ,
セ/キ\,咳,せき,
セ\キ,席,せき,
セ\キ,関,せき,
セ/キ\カワ,関川,せきかわ,
セ/キタ\ン,石炭,せきたん,
セ/キニン,責任,せきにん,
セ/キニンテ\ンカ,責任転嫁,せきにんてんか,
セ/キュ\リティー,セキュリティー,せきゅりてぃー,security
セ/キユ,石油,せきゆ,
セ\ケン,世間,せけん,
セ\タイ,世帯,せたい,
セ/タガヤ,世田谷,せたがや,
セ/タガヤ\ク,世田谷区,せたがやく,
セ/ダイ,世代,せだい,
セ/ッカク,折角,せっかく,
セ/ッキョク,積極,せっきょく,
セッ/キン,接近,せっきん,
セ\ックス,セックス,せっくす,sex
セ/ッケイ,設計,せっけい,
セ/ッケン,石鹸,せっけん,
セッ\シュ,摂取,せっしゅ,
セッ\シュ,接種,せっしゅ,
セッ/ショク,接触,せっしょく,
セ/ッスル,接する,せっする,
セ/ッチ,設置,せっち,
セ/ッチャク,接着,せっちゃく,
セ/ッテイ,設定,せってい,
セ\ット,セット,せっと,set
セ/ットウ,窃盗,せっとう,
セ/ットク,説得,せっとく,
セ/ップク,切腹,せっぷく,
