word,kana,yomi,conj,base,nai,nakatta,masu,te,ta,con,imp,vol,pot
受け取る,うけとる,uketoru,五段-ラ行,受け取る,受け取らない,受け取らなかった,受け取ります,受け取って,受け取った,受け取れば,受け取れ,受け取ろう,受け取れる
受け持つ,うけもつ,ukemotsu,五段-タ行,受け持つ,受け持たない,受け持たなかった,受け持ちます,受け持って,受け持った,受け持てば,受け持て,受け持とう,受け持てる
受ける,うける,ukeru,下一段-カ行,受ける,受けない,受けなかった,受けます,受けて,受けた,受ければ,受けろ,受けよう,受けられる
受け渡す,うけわたす,ukewatasu,五段-サ行,受け渡す,受け渡さない,受け渡さなかった,受け渡します,受け渡して,受け渡した,受け渡せば,受け渡せ,受け渡そう,受け渡せる
動かす,うごかす,ugokasu,五段-サ行,動かす,動かさない,動かさなかった,動かします,動かして,動かした,動かせば,動かせ,動かそう,動かせる
動き出る,うごきでる,ugokideru,下一段-ダ行,動き出る,動き出ない,動き出なかった,動き出ます,動き出て,動き出た,動き出れば,動き出ろ,動き出よう,動き出られる
動き回る,うごきまわる,ugokimawaru,五段-ラ行,動き回る,動き回らない,動き回らなかった,動き回ります,動き回って,動き回った,動き回れば,動き回れ,動き回ろう,動き回れる
動く,うごく,ugoku,五段-カ行,動く,動かない,動かなかった,動きます,動いて,動いた,動けば,動け,動こう,動ける
失う,うしなう,ushinau,五段-ワア行,失う,失わない,失わなかった,失います,失って,失った,失えば,失え,失おう,失える
薄まる,うすまる,usumaru,五段-ラ行,薄まる,薄まらない,薄まらなかった,薄まります,薄まって,薄まった,薄まれば,薄まれ,薄まろう,薄まれる
薄める,うすめる,usumeru,下一段-マ行,薄める,薄めない,薄めなかった,薄めます,薄めて,薄めた,薄めれば,薄めろ,薄めよう,薄められる
薄れる,うすれる,usureru,下一段-ラ行,薄れる,薄れない,薄れなかった,薄れます,薄れて,薄れた,薄れれば,薄れろ,薄れよう,薄れられる
蹲る,うずくまる,uzukumaru,五段-ラ行,蹲る,蹲らない,蹲らなかった,蹲ります,蹲って,蹲った,蹲れば,蹲れ,蹲ろう,蹲れる
渦巻く,うずまく,uzumaku,五段-カ行,渦巻く,渦巻かない,渦巻かなかった,渦巻きます,渦巻いて,渦巻いた,渦巻けば,渦巻け,渦巻こう,渦巻ける
埋もれる,うずもれる,uzumoreru,下一段-ラ行,埋もれる,埋もれない,埋もれなかった,埋もれます,埋もれて,埋もれた,埋もれれば,埋もれろ,埋もれよう,埋もれられる
歌い上げる,うたいあげる,utaiageru,下一段-ガ行,歌い上げる,歌い上げない,歌い上げなかった,歌い上げます,歌い上げて,歌い上げた,歌い上げれば,歌い上げろ,歌い上げよう,歌い上げられる
歌い踊る,うたいおどる,utaiodoru,五段-ラ行,歌い踊る,歌い踊らない,歌い踊らなかった,歌い踊ります,歌い踊って,歌い踊った,歌い踊れば,歌い踊れ,歌い踊ろう,歌い踊れる
歌い継ぐ,うたいつぐ,utaitsugu,五段-ガ行,歌い継ぐ,歌い継がない,歌い継がなかった,歌い継ぎます,歌い継いで,歌い継いだ,歌い継げば,歌い継げ,歌い継ごう,歌い継げる
歌う,うたう,utau,五段-ワア行,歌う,歌わない,歌わなかった,歌います,歌って,歌った,歌えば,歌え,歌おう,歌える
疑う,うたがう,utagau,五段-ワア行,疑う,疑わない,疑わなかった,疑います,疑って,疑った,疑えば,疑え,疑おう,疑える
打ち上がる,うちあがる,uchiagaru,五段-ラ行,打ち上がる,打ち上がらない,打ち上がらなかった,打ち上がります,打ち上がって,打ち上がった,打ち上がれば,打ち上がれ,打ち上がろう,打ち上がれる
打ち明ける,うちあける,uchiakeru,下一段-カ行,打ち明ける,打ち明けない,打ち明けなかった,打ち明けます,打ち明けて,打ち明けた,打ち明ければ,打ち明けろ,打ち明けよう,打ち明けられる
打ち上げる,うちあげる,uchiageru,下一段-ガ行,打ち上げる,打ち上げない,打ち上げなかった,打ち上げます,打ち上げて,打ち上げた,打ち上げれば,打ち上げろ,打ち上げよう,打ち上げられる
打ち落とす,うちおとす,uchiotosu,五段-サ行,打ち落とす,打ち落とさない,打ち落とさなかった,打ち落とします,打ち落として,打ち落とした,打ち落とせば,打ち落とせ,打ち落とそう,打ち落とせる
打ち下ろす,うちおろす,uchiorosu,五段-サ行,打ち下ろす,打ち下ろさない,打ち下ろさなかった,打ち下ろします,打ち下ろして,打ち下ろした,打ち下ろせば,打ち下ろせ,打ち下ろそう,打ち下ろせる
打ち返す,うちかえす,uchikaesu,五段-サ行,打ち返す,打ち返さない,打ち返さなかった,打ち返します,打ち返して,打ち返した,打ち返せば,打ち返せ,打ち返そう,打ち返せる
打ち勝つ,うちかつ,uchikatsu,五段-タ行,打ち勝つ,打ち勝たない,打ち勝たなかった,打ち勝ちます,打ち勝って,打ち勝った,打ち勝てば,打ち勝て,打ち勝とう,打ち勝てる
打ち切る,うちきる,uchikiru,五段-ラ行,打ち切る,打ち切らない,打ち切らなかった,打ち切ります,打ち切って,打ち切った,打ち切れば,打ち切れ,打ち切ろう,打ち切れる
打ち込む,うちこむ,uchikomu,五段-マ行,打ち込む,打ち込まない,打ち込まなかった,打ち込みます,打ち込んで,打ち込んだ,打ち込めば,打ち込め,打ち込もう,打ち込める
打ち殺す,うちころす,uchikorosu,五段-サ行,打ち殺す,打ち殺さない,打ち殺さなかった,打ち殺します,打ち殺して,打ち殺した,打ち殺せば,打ち殺せ,打ち殺そう,打ち殺せる
打ち立てる,うちたてる,uchitateru,下一段-タ行,打ち立てる,打ち立てない,打ち立てなかった,打ち立てます,打ち立てて,打ち立てた,打ち立てれば,打ち立てろ,打ち立てよう,打ち立てられる
打ち出す,うちだす,uchidasu,五段-サ行,打ち出す,打ち出さない,打ち出さなかった,打ち出します,打ち出して,打ち出した,打ち出せば,打ち出せ,打ち出そう,打ち出せる
打ち付ける,うちつける,uchitsukeru,下一段-カ行,打ち付ける,打ち付けない,打ち付けなかった,打ち付けます,打ち付けて,打ち付けた,打ち付ければ,打ち付けろ,打ち付けよう,打ち付けられる
打ち取る,うちとる,uchitoru,五段-ラ行,打ち取る,打ち取らない,打ち取らなかった,打ち取ります,打ち取って,打ち取った,打ち取れば,打ち取れ,打ち取ろう,打ち取れる
打ち鳴らす,うちならす,uchinarasu,五段-サ行,打ち鳴らす,打ち鳴らさない,打ち鳴らさなかった,打ち鳴らします,打ち鳴らして,打ち鳴らした,打ち鳴らせば,打ち鳴らせ,打ち鳴らそう,打ち鳴らせる
打ち拉ぐ,うちひしぐ,uchihishigu,五段-ガ行,打ち拉ぐ,打ち拉がない,打ち拉がなかった,打ち拉ぎます,打ち拉いで,打ち拉いだ,打ち拉げば,打ち拉げ,打ち拉ごう,打ち拉げる
打ち負かす,うちまかす,uchimakasu,五段-サ行,打ち負かす,打ち負かさない,打ち負かさなかった,打ち負かします,打ち負かして,打ち負かした,打ち負かせば,打ち負かせ,打ち負かそう,打ち負かせる
打ち破る,うちやぶる,uchiyaburu,五段-ラ行,打ち破る,打ち破らない,打ち破らなかった,打ち破ります,打ち破って,打ち破った,打ち破れば,打ち破れ,打ち破ろう,打ち破れる
訴える,うったえる,uttaeru,下一段-ア行,訴える,訴えない,訴えなかった,訴えます,訴えて,訴えた,訴えれば,訴えろ,訴えよう,訴えられる
打つ,うつ,utsu,五段-タ行,打つ,打たない,打たなかった,打ちます,打って,打った,打てば,打て,打とう,打てる
移し替える,うつしかえる,utsushikaeru,下一段-ア行,移し替える,移し替えない,移し替えなかった,移し替えます,移し替えて,移し替えた,移し替えれば,移し替えろ,移し替えよう,移し替えられる
映し出す,うつしだす,utsushidasu,五段-サ行,映し出す,映し出さない,映し出さなかった,映し出します,映し出して,映し出した,映し出せば,映し出せ,映し出そう,映し出せる
写す,うつす,utsusu,五段-サ行,写す,写さない,写さなかった,写します,写して,写した,写せば,写せ,写そう,写せる
映す,うつす,utsusu,五段-サ行,映す,映さない,映さなかった,映します,映して,映した,映せば,映せ,映そう,映せる
移す,うつす,utsusu,五段-サ行,移す,移さない,移さなかった,移します,移して,移した,移せば,移せ,移そう,移せる
俯く,うつむく,utsumuku,五段-カ行,俯く,俯かない,俯かなかった,俯きます,俯いて,俯いた,俯けば,俯け,俯こう,俯ける
移り変わる,うつりかわる,utsurikawaru,五段-ラ行,移り変わる,移り変わらない,移り変わらなかった,移り変わります,移り変わって,移り変わった,移り変われば,移り変われ,移り変わろう,移り変われる
映り込む,うつりこむ,utsurikomu,五段-マ行,映り込む,映り込まない,映り込まなかった,映り込みます,映り込んで,映り込んだ,映り込めば,映り込め,映り込もう,映り込める
移り住む,うつりすむ,utsurisumu,五段-マ行,移り住む,移り住まない,移り住まなかった,移り住みます,移り住んで,移り住んだ,移り住めば,移り住め,移り住もう,移り住める
写る,うつる,utsuru,五段-ラ行,写る,写らない,写らなかった,写ります,写って,写った,写れば,写れ,写ろう,写れる
映る,うつる,utsuru,五段-ラ行,映る,映らない,映らなかった,映ります,映って,映った,映れば,映れ,映ろう,映れる
移る,うつる,utsuru,五段-ラ行,移る,移らない,移らなかった,移ります,移って,移った,移れば,移れ,移ろう,移れる
促す,うながす,unagasu,五段-サ行,促す,促さない,促さなかった,促します,促して,促した,促せば,促せ,促そう,促せる
頷く,うなずく,unazuku,五段-カ行,頷く,頷かない,頷かなかった,頷きます,頷いて,頷いた,頷けば,頷け,頷こう,頷ける
奪い合う,うばいあう,ubaiau,五段-ワア行,奪い合う,奪い合わない,奪い合わなかった,奪い合います,奪い合って,奪い合った,奪い合えば,奪い合え,奪い合おう,奪い合える
奪い返す,うばいかえす,ubaikaesu,五段-サ行,奪い返す,奪い返さない,奪い返さなかった,奪い返します,奪い返して,奪い返した,奪い返せば,奪い返せ,奪い返そう,奪い返せる
奪い去る,うばいさる,ubaisaru,五段-ラ行,奪い去る,奪い去らない,奪い去らなかった,奪い去ります,奪い去って,奪い去った,奪い去れば,奪い去れ,奪い去ろう,奪い去れる
奪い取る,うばいとる,ubaitoru,五段-ラ行,奪い取る,奪い取らない,奪い取らなかった,奪い取ります,奪い取って,奪い取った,奪い取れば,奪い取れ,奪い取ろう,奪い取れる
